household_id,MAZ,TAZ,TYPE,NP,HHT,HHINCADJ,WORKERS
278783,537.0,40.0,1,2,1,72721.45685142,0
278784,537.0,40.0,1,2,1,47996.4670111983,0
278785,537.0,40.0,1,2,7,22403.8074975569,1
278786,537.0,40.0,1,2,1,21946.5869363823,0
278787,537.0,40.0,1,2,7,5388.88868940655,2
278788,537.0,40.0,1,1,4,94354.795635289,1
278789,537.0,40.0,1,1,6,85547.1738473516,1
278790,537.0,40.0,1,1,4,53907.4692688566,1
278791,537.0,40.0,1,1,6,58082.0285595177,0
278792,537.0,40.0,1,1,6,35983.5291711909,0
278793,537.0,40.0,1,1,6,35663.2037716212,0
278794,537.0,40.0,1,1,6,32267.3460577934,0
278795,537.0,40.0,1,1,4,27130.2671949433,0
278796,537.0,40.0,1,1,4,19294.7076815694,0
278797,537.0,40.0,1,1,6,18127.7225043783,0
278798,537.0,40.0,1,1,6,14407.9450690276,1
278799,537.0,40.0,1,1,6,10973.2934681911,0
278800,537.0,40.0,1,1,6,13777.5974722577,0
278801,537.0,40.0,1,1,4,3804.16380123,0
278802,537.0,40.0,1,1,4,6369.76264392,0
278803,537.0,40.0,1,1,4,13270.3388415,0
278804,538.0,40.0,1,2,5,139909.491719437,2
278805,538.0,40.0,1,2,1,134517.001390005,2
278806,538.0,40.0,1,2,1,110409.21916128,1
278807,538.0,40.0,1,2,3,78641.9365220365,2
278808,538.0,40.0,1,2,1,81385.2598890843,1
278809,538.0,40.0,1,1,6,48592.9100786142,0
278810,538.0,40.0,1,1,6,4561.97301120451,0
278811,539.0,40.0,1,2,1,115219.581416007,2
278812,539.0,40.0,1,2,1,103557.105183636,2
278813,539.0,40.0,1,2,1,121528.731133513,1
278814,539.0,40.0,1,2,1,85553.2535380267,1
278815,539.0,40.0,1,1,6,35663.2037716212,0
278816,539.0,40.0,1,1,6,10973.2934681911,0
278817,540.0,41.0,1,6,3,174460.72130292,4
278818,540.0,41.0,1,4,1,312703.213200526,2
278819,540.0,41.0,1,4,1,260153.247074799,2
278820,540.0,41.0,1,4,1,106848.655048578,2
278821,540.0,41.0,1,4,1,50094.6240118755,2
278822,540.0,41.0,1,3,1,60333.2699765532,2
278823,540.0,41.0,1,3,3,48778.7338265248,2
278824,540.0,41.0,1,2,5,139909.491719437,2
278825,540.0,41.0,1,2,1,147231.188674126,2
278826,540.0,41.0,1,2,1,103557.105183636,2
278827,540.0,41.0,1,2,1,121528.731133513,1
278828,540.0,41.0,1,2,1,88468.92561,2
278829,540.0,41.0,1,2,3,78641.9365220365,2
278830,540.0,41.0,1,2,1,79255.3091752671,1
278831,540.0,41.0,1,2,1,89641.5877841507,0
278832,540.0,41.0,1,2,1,73208.8073339318,0
278833,540.0,41.0,1,2,5,41403.45718548,0
278834,540.0,41.0,1,2,7,22403.8074975569,1
278835,540.0,41.0,1,1,6,58389.4909026,1
278836,540.0,41.0,1,1,6,35663.2037716212,0
278837,540.0,41.0,1,1,4,30635.8510323993,0
278838,540.0,41.0,1,1,6,23412.9107371699,0
278839,540.0,41.0,1,1,6,17831.6018858106,0
278840,540.0,41.0,1,1,6,10876.633502627,0
278841,541.0,41.0,1,6,3,174460.72130292,4
278842,541.0,41.0,1,4,1,260153.247074799,2
278843,541.0,41.0,1,2,1,103690.572725044,2
278844,541.0,41.0,1,2,1,102683.623513826,2
278845,541.0,41.0,1,2,1,103557.105183636,2
278846,541.0,41.0,1,2,1,121528.731133513,1
278847,541.0,41.0,1,2,3,78641.9365220365,2
278848,541.0,41.0,1,2,1,79255.3091752671,1
278849,541.0,41.0,1,2,1,76373.5603912446,0
278850,541.0,41.0,1,2,1,73208.8073339318,0
278851,541.0,41.0,1,1,6,48592.9100786142,0
278852,541.0,41.0,1,1,6,23412.9107371699,0
278853,541.0,41.0,1,1,4,11799.8079923212,0
278854,542.0,41.0,1,6,3,174460.72130292,4
278855,542.0,41.0,1,4,1,260153.247074799,2
278856,542.0,41.0,1,2,5,139909.491719437,2
278857,542.0,41.0,1,2,1,102683.623513826,2
278858,542.0,41.0,1,2,1,103557.105183636,2
278859,542.0,41.0,1,2,1,141226.048412034,1
278860,542.0,41.0,1,2,3,78641.9365220365,2
278861,542.0,41.0,1,2,1,79255.3091752671,1
278862,542.0,41.0,1,2,1,76373.5603912446,0
278863,542.0,41.0,1,2,1,73208.8073339318,0
278864,542.0,41.0,1,1,6,52030.6494149598,1
278865,542.0,41.0,1,1,6,35569.614389162,0
278866,542.0,41.0,1,1,6,30660.9184052442,0
278867,542.0,41.0,1,1,6,20342.2174443334,0
278868,542.0,41.0,1,1,6,4561.97301120451,0
278869,543.0,41.0,4,3,1,134235.785144921,2
278870,543.0,41.0,4,3,3,15668.6402625676,1
278871,543.0,41.0,4,2,1,65467.0049514,1
278872,543.0,41.0,4,2,7,42274.9026496548,1
278873,543.0,41.0,2,4,1,27014.8970044268,2
278874,543.0,41.0,2,4,1,32519.1558843499,1
278875,543.0,41.0,2,4,1,23302.2979879856,2
278876,543.0,41.0,2,4,3,11892.7198662765,1
278877,543.0,41.0,2,3,1,39952.1058007727,2
278878,543.0,41.0,2,2,1,56731.2837092963,2
278879,543.0,41.0,2,2,7,56695.3495856542,2
278880,543.0,41.0,2,2,1,63180.074289594,1
278881,543.0,41.0,2,2,5,32629.9005078809,2
278882,543.0,41.0,2,2,2,28709.7690521832,1
278883,543.0,41.0,2,2,3,16917.1607634613,2
278884,543.0,41.0,2,2,5,12821.8386058294,2
278885,543.0,41.0,2,1,6,65467.0049514,1
278886,543.0,41.0,2,1,4,56190.9857692078,1
278887,543.0,41.0,2,1,4,69683.905466464,1
278888,543.0,41.0,2,1,6,46455.9369776427,1
278889,543.0,41.0,2,1,6,37164.7495821141,1
278890,543.0,41.0,2,1,6,31090.9981598749,1
278891,543.0,41.0,2,1,4,29917.6234136019,1
278892,543.0,41.0,2,1,4,29146.454859773,1
278893,543.0,41.0,2,1,4,26114.4004376126,1
278894,543.0,41.0,2,1,6,19976.0529003863,1
278895,543.0,41.0,2,1,6,20757.8134773282,0
278896,543.0,41.0,2,1,6,12689.4057530648,1
278897,543.0,41.0,2,1,6,0.0,0
278898,543.0,41.0,1,5,1,211197.031037259,5
278899,543.0,41.0,1,6,3,174460.72130292,4
278900,543.0,41.0,1,6,3,174460.72130292,4
278901,543.0,41.0,1,5,2,228745.254057216,5
278902,543.0,41.0,1,5,1,152272.735693599,2
278903,543.0,41.0,1,5,1,159112.755288771,2
278904,543.0,41.0,1,5,1,111494.248746342,4
278905,543.0,41.0,1,6,1,147371.331277807,5
278906,543.0,41.0,1,5,1,123386.968612619,2
278907,543.0,41.0,1,5,1,99969.8859393,3
278908,543.0,41.0,1,8,3,89619.02164293,5
278909,543.0,41.0,1,5,1,96353.1326491224,1
278910,543.0,41.0,1,5,1,51101.5306754069,2
278911,543.0,41.0,1,8,1,53037.5850962572,1
278912,543.0,41.0,1,5,2,33498.4722854893,1
278913,543.0,41.0,1,5,1,17100.0489879312,2
278914,543.0,41.0,1,4,1,174814.59700536,3
278915,543.0,41.0,1,4,1,153813.72544965,3
278916,543.0,41.0,1,4,1,264273.484358937,2
278917,543.0,41.0,1,4,1,176047.078812182,2
278918,543.0,41.0,1,4,1,199948.779223293,2
278919,543.0,41.0,1,4,1,193966.630796848,2
278920,543.0,41.0,1,4,1,312703.213200526,2
278921,543.0,41.0,1,4,1,312703.213200526,2
278922,543.0,41.0,1,4,1,312703.213200526,2
278923,543.0,41.0,1,4,1,383150.830264341,2
278924,543.0,41.0,1,4,1,240192.323183012,2
278925,543.0,41.0,1,4,1,213000.739426445,2
278926,543.0,41.0,1,4,1,214498.282215149,2
278927,543.0,41.0,1,4,1,279153.935712411,2
278928,543.0,41.0,1,4,1,229492.328669555,2
278929,543.0,41.0,1,4,1,260153.247074799,2
278930,543.0,41.0,1,4,1,260153.247074799,2
278931,543.0,41.0,1,4,1,260153.247074799,2
278932,543.0,41.0,1,4,1,314842.078424851,1
278933,543.0,41.0,1,4,1,214211.490674804,1
278934,543.0,41.0,1,4,1,157711.185788091,1
278935,543.0,41.0,1,4,1,179422.119795052,1
278936,543.0,41.0,1,4,1,122087.1173418,2
278937,543.0,41.0,1,4,2,101739.2644515,2
278938,543.0,41.0,1,4,1,134779.616820053,2
278939,543.0,41.0,1,4,5,133508.403862992,2
278940,543.0,41.0,1,4,1,117830.196278459,2
278941,543.0,41.0,1,4,1,120710.800355714,2
278942,543.0,41.0,1,4,1,122643.673620977,2
278943,543.0,41.0,1,4,1,109672.721151489,2
278944,543.0,41.0,1,4,1,125081.28528021,2
278945,543.0,41.0,1,4,1,119791.787027753,2
278946,543.0,41.0,1,4,1,149553.710661121,2
278947,543.0,41.0,1,4,1,144115.393909807,2
278948,543.0,41.0,1,4,1,144115.393909807,2
278949,543.0,41.0,1,4,1,106848.655048578,2
278950,543.0,41.0,1,4,1,106848.655048578,2
278951,543.0,41.0,1,4,1,106848.655048578,2
278952,543.0,41.0,1,4,3,123007.831026823,2
278953,543.0,41.0,1,4,1,111494.248746342,1
278954,543.0,41.0,1,4,1,123572.792360529,1
278955,543.0,41.0,1,4,1,148139.46182058,1
278956,543.0,41.0,1,4,1,100344.823871708,1
278957,543.0,41.0,1,4,1,101846.161706689,1
278958,543.0,41.0,1,4,1,101846.161706689,1
278959,543.0,41.0,1,4,1,88468.92561,2
278960,543.0,41.0,1,4,1,76542.2081792094,2
278961,543.0,41.0,1,4,2,81762.4490806511,2
278962,543.0,41.0,1,4,1,96199.2060711423,2
278963,543.0,41.0,1,4,1,87919.4541462347,2
278964,543.0,41.0,1,4,1,98486.5863926025,2
278965,543.0,41.0,1,4,1,85426.8923018827,2
278966,543.0,41.0,1,4,2,99611.8351615587,2
278967,543.0,41.0,1,4,1,89188.3947215412,2
278968,543.0,41.0,1,4,1,87053.42280024,2
278969,543.0,41.0,1,4,1,87053.42280024,2
278970,543.0,41.0,1,4,1,98200.5074271,2
278971,543.0,41.0,1,4,1,98200.5074271,2
278972,543.0,41.0,1,4,5,99414.8209762907,1
278973,543.0,41.0,1,4,1,81574.7512697023,1
278974,543.0,41.0,1,4,3,85043.0243784813,1
278975,543.0,41.0,1,4,1,83773.1956107276,1
278976,543.0,41.0,1,4,1,89619.02164293,1
278977,543.0,41.0,1,4,1,93272.9944796247,1
278978,543.0,41.0,1,4,1,89798.1182146975,1
278979,543.0,41.0,1,4,1,92911.8739552854,1
278980,543.0,41.0,1,4,1,74313.8975124,3
278981,543.0,41.0,1,4,1,64852.4880207892,2
278982,543.0,41.0,1,4,3,52026.5635875657,2
278983,543.0,41.0,1,4,1,50094.6240118755,2
278984,543.0,41.0,1,4,1,50094.6240118755,2
278985,543.0,41.0,1,4,1,55003.6335093081,2
278986,543.0,41.0,1,4,3,65153.9299673849,1
278987,543.0,41.0,1,4,1,54029.7940088537,1
278988,543.0,41.0,1,4,1,69338.2356446955,1
278989,543.0,41.0,1,4,1,54054.51354771,0
278990,543.0,41.0,1,4,1,36272.2595001,2
278991,543.0,41.0,1,4,3,35306.5121030084,1
278992,543.0,41.0,1,4,1,46455.9369776427,1
278993,543.0,41.0,1,4,1,40607.23685499,1
278994,543.0,41.0,1,4,1,32444.8913023166,2
278995,543.0,41.0,1,4,1,32444.8913023166,2
278996,543.0,41.0,1,4,1,32444.8913023166,2
278997,543.0,41.0,1,4,1,32444.8913023166,2
278998,543.0,41.0,1,4,1,20858.4020007867,2
278999,543.0,41.0,1,4,1,11783.0196278459,1
279000,543.0,41.0,1,4,1,11783.0196278459,1
279001,543.0,41.0,1,4,1,11783.0196278459,1
279002,543.0,41.0,1,4,2,10805.9588017707,1
279003,543.0,41.0,1,4,2,11149.4248746342,1
279004,543.0,41.0,1,4,1,0.0,0
279005,543.0,41.0,1,4,1,0.0,0
279006,543.0,41.0,1,3,1,402811.31439485,3
279007,543.0,41.0,1,3,5,200810.734399573,3
279008,543.0,41.0,1,3,7,156742.331362566,3
279009,543.0,41.0,1,3,1,150397.173537,2
279010,543.0,41.0,1,3,1,220705.021490806,2
279011,543.0,41.0,1,3,1,218621.639416786,2
279012,543.0,41.0,1,3,1,185784.743781,2
279013,543.0,41.0,1,3,1,155425.707432136,2
279014,543.0,41.0,1,3,1,170193.851127889,1
279015,543.0,41.0,1,3,2,329837.152541263,1
279016,543.0,41.0,1,3,7,237821.143295637,1
279017,543.0,41.0,1,3,1,389194.616177109,1
279018,543.0,41.0,1,3,1,448087.09164676,1
279019,543.0,41.0,1,3,1,100465.60930785,3
279020,543.0,41.0,1,3,1,133963.869307356,3
279021,543.0,41.0,1,3,1,144664.585555653,2
279022,543.0,41.0,1,3,1,123449.55151715,2
279023,543.0,41.0,1,3,1,119433.0495735,2
279024,543.0,41.0,1,3,1,136242.1454394,2
279025,543.0,41.0,1,3,1,122467.533086735,2
279026,543.0,41.0,1,3,1,143102.868265931,2
279027,543.0,41.0,1,3,1,120126.242013018,2
279028,543.0,41.0,1,3,1,129794.493131349,2
279029,543.0,41.0,1,3,1,129794.493131349,2
279030,543.0,41.0,1,3,1,126545.972327099,2
279031,543.0,41.0,1,3,1,139216.76922948,2
279032,543.0,41.0,1,3,1,146310.579575882,1
279033,543.0,41.0,1,3,3,118877.345905404,1
279034,543.0,41.0,1,3,1,109732.934681911,1
279035,543.0,41.0,1,3,1,143084.285891139,1
279036,543.0,41.0,1,3,1,101459.766359172,1
279037,543.0,41.0,1,3,1,129983.711663444,1
279038,543.0,41.0,1,3,1,85478.9240388625,3
279039,543.0,41.0,1,3,1,93777.0611466,2
279040,543.0,41.0,1,3,1,83787.9279328763,2
279041,543.0,41.0,1,3,1,78641.9365220365,2
279042,543.0,41.0,1,3,1,99085.1966832,2
279043,543.0,41.0,1,3,5,89419.3090846528,2
279044,543.0,41.0,1,3,1,80303.7326595531,2
279045,543.0,41.0,1,3,1,80368.7709713218,2
279046,543.0,41.0,1,3,3,88825.8402714536,1
279047,543.0,41.0,1,3,1,85562.8502206656,1
279048,543.0,41.0,1,3,1,74984.1720326394,2
279049,543.0,41.0,1,3,2,70775.140488,2
279050,543.0,41.0,1,3,1,73471.6593102452,2
279051,543.0,41.0,1,3,1,57102.3258887916,2
279052,543.0,41.0,1,3,1,60333.2699765532,2
279053,543.0,41.0,1,3,1,60333.2699765532,2
279054,543.0,41.0,1,3,1,71115.8158675868,2
279055,543.0,41.0,1,3,3,74313.8975124,1
279056,543.0,41.0,1,3,1,67236.3834636,1
279057,543.0,41.0,1,3,3,60158.8694148,1
279058,543.0,41.0,1,3,3,58301.02197699,1
279059,543.0,41.0,1,3,1,55932.9481210818,0
279060,543.0,41.0,1,3,3,48806.9139213311,2
279061,543.0,41.0,1,3,3,48778.7338265248,2
279062,543.0,41.0,1,3,3,48778.7338265248,2
279063,543.0,41.0,1,3,2,40518.76792938,1
279064,543.0,41.0,1,3,3,37071.1925214536,1
279065,543.0,41.0,1,3,1,30817.1282574431,2
279066,543.0,41.0,1,3,3,29731.7996656913,1
279067,543.0,41.0,1,3,1,15308.4416358419,2
279068,543.0,41.0,1,3,5,22578.0783792032,1
279069,543.0,41.0,1,3,1,24771.2991708,1
279070,543.0,41.0,1,2,1,159244.066098,2
279071,543.0,41.0,1,2,1,159244.066098,2
279072,543.0,41.0,1,2,1,167648.61403095,2
279073,543.0,41.0,1,2,1,163264.744914227,2
279074,543.0,41.0,1,2,1,174696.33396196,2
279075,543.0,41.0,1,2,5,271915.837565674,2
279076,543.0,41.0,1,2,1,179319.916733701,2
279077,543.0,41.0,1,2,1,178590.351194811,2
279078,543.0,41.0,1,2,1,230019.206586,2
279079,543.0,41.0,1,2,1,207114.210367272,2
279080,543.0,41.0,1,2,1,179829.164392801,2
279081,543.0,41.0,1,2,1,179829.164392801,2
279082,543.0,41.0,1,2,1,151283.42322479,2
279083,543.0,41.0,1,2,1,163800.215766915,2
279084,543.0,41.0,1,2,1,156826.652482898,2
279085,543.0,41.0,1,2,1,156369.431921724,1
279086,543.0,41.0,1,2,1,366542.549038529,1
279087,543.0,41.0,1,2,1,410592.914724168,1
279088,543.0,41.0,1,2,1,375697.04890324,0
279089,543.0,41.0,1,2,1,115009.603293,2
279090,543.0,41.0,1,2,7,108059.588017707,2
279091,543.0,41.0,1,2,5,123856.495854,2
279092,543.0,41.0,1,2,1,130572.002188063,2
279093,543.0,41.0,1,2,5,139909.491719437,2
279094,543.0,41.0,1,2,7,124363.9926395,2
279095,543.0,41.0,1,2,1,102657.509113389,2
279096,543.0,41.0,1,2,1,110941.177031513,2
279097,543.0,41.0,1,2,1,102683.623513826,2
279098,543.0,41.0,1,2,1,102683.623513826,2
279099,543.0,41.0,1,2,1,130419.89955775,2
279100,543.0,41.0,1,2,7,116139.842444107,2
279101,543.0,41.0,1,2,1,103557.105183636,2
279102,543.0,41.0,1,2,1,103557.105183636,2
279103,543.0,41.0,1,2,1,103557.105183636,2
279104,543.0,41.0,1,2,5,141550.280976,2
279105,543.0,41.0,1,2,3,100588.523458419,2
279106,543.0,41.0,1,2,1,130355.359159265,2
279107,543.0,41.0,1,2,1,149553.710661121,2
279108,543.0,41.0,1,2,1,127780.462830939,2
279109,543.0,41.0,1,2,1,130490.74815924,1
279110,543.0,41.0,1,2,1,106162.710732,1
279111,543.0,41.0,1,2,3,139360.827046027,1
279112,543.0,41.0,1,2,3,123502.62015156,1
279113,543.0,41.0,1,2,3,110098.711130851,1
279114,543.0,41.0,1,2,1,144439.649317002,1
279115,543.0,41.0,1,2,1,121449.971966235,1
279116,543.0,41.0,1,2,1,110409.21916128,1
279117,543.0,41.0,1,2,1,137623.388913564,1
279118,543.0,41.0,1,2,1,137623.388913564,1
279119,543.0,41.0,1,2,1,106870.46213688,1
279120,543.0,41.0,1,2,2,113298.265652364,1
279121,543.0,41.0,1,2,1,147469.022573117,0
279122,543.0,41.0,1,2,2,81483.7134587852,2
279123,543.0,41.0,1,2,1,84549.8052993097,2
279124,543.0,41.0,1,2,1,84828.5409211755,2
279125,543.0,41.0,1,2,1,88468.92561,2
279126,543.0,41.0,1,2,1,94736.1002753835,2
279127,543.0,41.0,1,2,1,95699.2301739439,2
279128,543.0,41.0,1,2,1,93376.4333250618,2
279129,543.0,41.0,1,2,1,94552.1395154939,2
279130,543.0,41.0,1,2,1,92892.3718905,2
279131,543.0,41.0,1,2,3,90638.6125218915,2
279132,543.0,41.0,1,2,3,78641.9365220365,2
279133,543.0,41.0,1,2,3,78641.9365220365,2
279134,543.0,41.0,1,2,3,78641.9365220365,2
279135,543.0,41.0,1,2,1,77042.8206436078,2
279136,543.0,41.0,1,2,1,96070.877669765,1
279137,543.0,41.0,1,2,1,89149.1601146085,1
279138,543.0,41.0,1,2,1,77395.5910047527,1
279139,543.0,41.0,1,2,1,81385.2598890843,1
279140,543.0,41.0,1,2,1,79255.3091752671,1
279141,543.0,41.0,1,2,1,79255.3091752671,1
279142,543.0,41.0,1,2,1,83514.66577584,1
279143,543.0,41.0,1,2,1,97570.8677546662,1
279144,543.0,41.0,1,2,1,97570.8677546662,1
279145,543.0,41.0,1,2,1,91146.5483501349,1
279146,543.0,41.0,1,2,1,82276.1008173,1
279147,543.0,41.0,1,2,1,75715.7249305188,1
279148,543.0,41.0,1,2,1,75715.7249305188,1
279149,543.0,41.0,1,2,2,82691.567820204,1
279150,543.0,41.0,1,2,2,82691.567820204,1
279151,543.0,41.0,1,2,7,87348.1669809801,1
279152,543.0,41.0,1,2,1,86267.571100803,1
279153,543.0,41.0,1,2,1,75640.93139655,0
279154,543.0,41.0,1,2,1,78739.4198022361,0
279155,543.0,41.0,1,2,1,92184.62048562,0
279156,543.0,41.0,1,2,1,64193.7667889182,2
279157,543.0,41.0,1,2,1,72489.9736285453,2
279158,543.0,41.0,1,2,7,70613.0242060169,2
279159,543.0,41.0,1,2,3,66347.4643660246,2
279160,543.0,41.0,1,2,7,55840.0362471265,2
279161,543.0,41.0,1,2,7,65038.3117686998,2
279162,543.0,41.0,1,2,1,66166.1871409808,2
279163,543.0,41.0,1,2,5,62674.5610502702,2
279164,543.0,41.0,1,2,5,50172.4119358541,2
279165,543.0,41.0,1,2,1,74984.1720326394,2
279166,543.0,41.0,1,2,1,52123.1439739079,2
279167,543.0,41.0,1,2,1,68011.4917352689,2
279168,543.0,41.0,1,2,1,68011.4917352689,2
279169,543.0,41.0,1,2,1,50032.5141120841,1
279170,543.0,41.0,1,2,1,57464.8803388792,1
279171,543.0,41.0,1,2,3,58566.42875382,1
279172,543.0,41.0,1,2,1,56393.584015279,1
279173,543.0,41.0,1,2,1,71129.01619044,1
279174,543.0,41.0,1,2,1,54850.7338782,1
279175,543.0,41.0,1,2,3,59005.7367517514,1
279176,543.0,41.0,1,2,3,70067.38908312,1
279177,543.0,41.0,1,2,1,54029.7940088537,1
279178,543.0,41.0,1,2,1,56620.1123904,1
279179,543.0,41.0,1,2,1,70775.140488,1
279180,543.0,41.0,1,2,3,64295.4548705358,1
279181,543.0,41.0,1,2,1,63809.5832154116,1
279182,543.0,41.0,1,2,7,57374.2417263573,1
279183,543.0,41.0,1,2,1,50067.6091148711,0
279184,543.0,41.0,1,2,1,55380.1922508757,0
279185,543.0,41.0,1,2,1,59432.773409739,0
279186,543.0,41.0,1,2,1,59184.8637095168,0
279187,543.0,41.0,1,2,1,73208.8073339318,0
279188,543.0,41.0,1,2,1,58442.2271862434,0
279189,543.0,41.0,1,2,3,36028.9802205609,2
279190,543.0,41.0,1,2,3,49851.2368870403,1
279191,543.0,41.0,1,2,2,49527.3111747825,1
279192,543.0,41.0,1,2,1,37422.35553303,1
279193,543.0,41.0,1,2,3,39673.3701789068,1
279194,543.0,41.0,1,2,1,38430.771709282,1
279195,543.0,41.0,1,2,3,41149.8505057168,1
279196,543.0,41.0,1,2,1,38158.8558717163,0
279197,543.0,41.0,1,2,1,46534.65487086,0
279198,543.0,41.0,1,2,1,36920.3592393833,0
279199,543.0,41.0,1,2,1,37674.9742407896,0
279200,543.0,41.0,1,2,1,38837.1633133093,0
279201,543.0,41.0,1,2,3,26015.3247074799,2
279202,543.0,41.0,1,2,1,27424.0892592544,0
279203,543.0,41.0,1,2,1,30998.4054824869,0
279204,543.0,41.0,1,2,5,20440.6122701628,1
279205,543.0,41.0,1,2,7,22403.8074975569,1
279206,543.0,41.0,1,2,7,22403.8074975569,1
279207,543.0,41.0,1,2,7,22403.8074975569,1
279208,543.0,41.0,1,2,5,22297.0986803853,1
279209,543.0,41.0,1,2,5,22297.0986803853,1
279210,543.0,41.0,1,2,3,18401.53652688,1
279211,543.0,41.0,1,2,1,21946.5869363823,0
279212,543.0,41.0,1,2,1,16724.1373119514,0
279213,543.0,41.0,1,2,1,1554.54990799374,2
279214,543.0,41.0,1,2,7,5388.88868940655,2
279215,543.0,41.0,1,2,7,5388.88868940655,2
279216,543.0,41.0,1,2,7,5388.88868940655,2
279217,543.0,41.0,1,2,1,5485.07338782,0
279218,543.0,41.0,1,2,3,13958.3463283713,0
279219,543.0,41.0,1,2,1,12843.491394352,0
279220,543.0,41.0,1,2,1,-8961.52299902276,0
279221,543.0,41.0,1,2,3,0.0,0
279222,543.0,41.0,1,1,4,131652.59806824,1
279223,543.0,41.0,1,1,4,135651.335974717,1
279224,543.0,41.0,1,1,4,92751.1463818654,1
279225,543.0,41.0,1,1,4,90529.6711125769,1
279226,543.0,41.0,1,1,4,99955.1189163793,1
279227,543.0,41.0,1,1,4,78975.0928619926,1
279228,543.0,41.0,1,1,4,66772.4907539431,1
279229,543.0,41.0,1,1,6,52030.6494149598,1
279230,543.0,41.0,1,1,4,54866.4673409557,1
279231,543.0,41.0,1,1,4,56695.3495856542,1
279232,543.0,41.0,1,1,6,66166.1871409808,1
279233,543.0,41.0,1,1,6,73871.55288435,0
279234,543.0,41.0,1,1,6,64495.5323592934,0
279235,543.0,41.0,1,1,6,35569.614389162,0
279236,543.0,41.0,1,1,6,35663.2037716212,0
279237,543.0,41.0,1,1,6,28279.2471068301,1
279238,543.0,41.0,1,1,6,29627.8923641161,1
279239,543.0,41.0,1,1,6,26204.450094294,0
279240,543.0,41.0,1,1,6,32267.3460577934,0
279241,543.0,41.0,1,1,4,33011.3245168083,0
279242,543.0,41.0,1,1,4,27130.2671949433,0
279243,543.0,41.0,1,1,6,33121.0574514902,0
279244,543.0,41.0,1,1,6,24583.5562740284,0
279245,543.0,41.0,1,1,4,19294.7076815694,0
279246,543.0,41.0,1,1,4,18578.4743781,0
279247,543.0,41.0,1,1,6,14407.9450690276,1
279248,543.0,41.0,1,1,6,13167.9521618294,1
279249,543.0,41.0,1,1,6,4561.97301120451,0
279250,543.0,41.0,1,1,6,10973.2934681911,0
279251,543.0,41.0,1,1,6,10973.2934681911,0
279252,543.0,41.0,1,1,4,11102.9689376566,0
279253,543.0,41.0,1,1,6,11420.4651777583,0
279254,543.0,41.0,1,1,4,7681.3054277338,0
279255,543.0,41.0,1,1,4,7681.3054277338,0
279256,543.0,41.0,1,1,4,6369.76264392,0
279257,543.0,41.0,1,1,6,12297.18065979,0
279258,543.0,41.0,1,1,6,12297.18065979,0
279259,522.0,39.0,1,4,1,260153.247074799,2
279260,522.0,39.0,1,2,1,103557.105183636,2
279261,522.0,39.0,1,2,1,121528.731133513,1
279262,522.0,39.0,1,2,1,79255.3091752671,1
279263,523.0,39.0,1,4,1,312703.213200526,2
279264,523.0,39.0,1,4,1,260153.247074799,2
279265,523.0,39.0,1,2,5,139909.491719437,2
279266,523.0,39.0,1,2,1,103557.105183636,2
279267,523.0,39.0,1,2,1,121528.731133513,1
279268,523.0,39.0,1,2,3,78641.9365220365,2
279269,523.0,39.0,1,2,1,85553.2535380267,1
279270,524.0,39.0,1,6,3,174460.72130292,4
279271,524.0,39.0,1,4,1,312703.213200526,2
279272,524.0,39.0,1,4,1,202611.727533201,2
279273,524.0,39.0,1,4,1,260153.247074799,2
279274,524.0,39.0,1,4,1,106848.655048578,2
279275,524.0,39.0,1,4,1,98200.5074271,2
279276,524.0,39.0,1,4,1,50094.6240118755,2
279277,524.0,39.0,1,4,1,32444.8913023166,2
279278,524.0,39.0,1,4,1,11783.0196278459,1
279279,524.0,39.0,1,3,1,60333.2699765532,2
279280,524.0,39.0,1,3,3,48778.7338265248,2
279281,524.0,39.0,1,2,1,159244.066098,2
279282,524.0,39.0,1,2,1,163264.744914227,2
279283,524.0,39.0,1,2,1,115219.581416007,2
279284,524.0,39.0,1,2,1,122971.8065979,2
279285,524.0,39.0,1,2,1,103557.105183636,2
279286,524.0,39.0,1,2,1,121528.731133513,1
279287,524.0,39.0,1,2,1,88468.92561,2
279288,524.0,39.0,1,2,3,78641.9365220365,2
279289,524.0,39.0,1,2,1,81385.2598890843,1
279290,524.0,39.0,1,2,1,99085.1966832,1
279291,524.0,39.0,1,2,2,82691.567820204,1
279292,524.0,39.0,1,2,1,75640.93139655,0
279293,524.0,39.0,1,2,1,51445.3046090415,1
279294,524.0,39.0,1,2,1,58099.3506265324,0
279295,524.0,39.0,1,2,7,22403.8074975569,1
279296,524.0,39.0,1,2,7,5388.88868940655,2
279297,524.0,39.0,1,1,4,66772.4907539431,1
279298,524.0,39.0,1,1,4,42465.0842928,0
279299,524.0,39.0,1,1,6,10973.2934681911,0
279300,525.0,39.0,2,4,1,27014.8970044268,2
279301,525.0,39.0,2,3,1,39952.1058007727,2
279302,525.0,39.0,2,2,3,16917.1607634613,2
279303,525.0,39.0,2,2,5,12821.8386058294,2
279304,525.0,39.0,2,1,6,68583.0841761946,1
279305,525.0,39.0,2,1,4,58553.0629666208,1
279306,525.0,39.0,2,1,4,54866.4673409557,1
279307,525.0,39.0,2,1,6,42022.73966475,1
279308,525.0,39.0,2,1,6,33448.2746239027,1
279309,525.0,39.0,2,1,4,30079.4347074,1
